program_id,program_name,department,district,start_date,budget_allocated,beneficiaries,completion_rate,budget_utilization,satisfaction_score,social_engagement,sentiment_score,reach_rate,cost_per_beneficiary,roi_score,effectiveness_score,impact_category,implementation_status,risk_level,strategic_recommendation,budget_efficiency_score,beneficiary_scale,satisfaction_category,budget_tier,program_age_days,program_maturity
PRG-04987,Agricultural Innovation,Dinas Pertanian,Batu,2024-08-11,5018813344,3216,73.98,82.37,4.55,157664,0.629,56.23,1560576.29,76.68,76.68,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,93.09214519849459,Small Scale,High,Tier 2,639,Established
PRG-04988,Smart City Initiative,DISKOMINFO,Junrejo,2025-06-13,3418101563,20875,79.43,61.39,4.06,129489,0.067,90.45,163741.39,76.77,76.77,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,125.05294021827659,Large Scale,High,Tier 2,333,Growing
PRG-04989,Public WiFi Expansion,DISKOMINFO,Batu,2025-12-11,5805646296,47328,67.3,74.68,2.67,44435,0.264,79.43,122668.32,66.97,66.97,Low Impact,In Progress,High,Conduct a strategic review and redesign the program.,89.67595072308517,Large Scale,Low,Tier 3,152,Early Stage
PRG-04990,Smart City Initiative,DISKOMINFO,Junrejo,2024-01-27,5416836707,10439,78.89,94.05,4.24,181695,0.64,75.68,518903.79,82.31,82.31,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,87.51727804359383,Medium Scale,High,Tier 3,836,Mature
PRG-04991,Tourism Promotion Campaign,Dinas Pariwisata,Bumiaji,2025-03-04,3687740647,39527,82.34,80.27,4.13,155166,0.176,89.31,93296.75,81.14,81.14,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,101.08384203313817,Large Scale,High,Tier 2,434,Established
PRG-04992,Healthcare Outreach,Dinas Kesehatan,Bumiaji,2025-04-05,4832911486,30870,90.58,85.08,3.8,180517,0.559,93.57,156556.9,85.46,85.46,High Impact,Completed,Low,Scale up program implementation.,100.44663845792195,Large Scale,Moderate,Tier 2,402,Established
PRG-04993,Tourism Promotion Campaign,Dinas Pariwisata,Bumiaji,2025-11-02,7964080404,9083,77.91,92.03,5.0,152933,0.369,82.95,876811.67,85.61,85.61,High Impact,Completed,Low,Scale up program implementation.,93.0240139085081,Medium Scale,High,Tier 4,191,Growing
PRG-04994,Education Assistance,Dinas Pendidikan,Junrejo,2024-02-29,7959264626,18597,100.0,86.69,4.24,185813,0.35,93.2,427986.48,89.6,89.6,High Impact,Expanded,Low,Scale up program implementation.,103.35678855692697,Medium Scale,High,Tier 4,803,Mature
PRG-04995,Youth Entrepreneurship,Dinas Koperasi,Bumiaji,2025-04-19,6250965191,38194,99.06,84.54,4.41,123793,0.524,92.46,163663.54,90.53,90.53,High Impact,Expanded,Low,Scale up program implementation.,107.08540335935652,Large Scale,High,Tier 3,388,Established
PRG-04996,Digital Literacy Program,DISKOMINFO,Batu,2025-03-22,4153034521,43777,83.93,96.97,4.06,108378,0.714,41.03,94867.96,76.79,76.79,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,79.1894400329999,Large Scale,High,Tier 2,416,Established
PRG-04997,Agricultural Innovation,Dinas Pertanian,Bumiaji,2024-01-29,1615282646,33945,85.79,86.01,4.96,84808,0.719,73.78,47585.29,86.79,86.79,High Impact,Completed,Low,Scale up program implementation.,100.90687129403557,Large Scale,High,Tier 1,834,Mature
PRG-04998,Public WiFi Expansion,DISKOMINFO,Junrejo,2024-08-03,8489985174,34202,100.0,97.42,3.85,33967,0.619,74.5,248230.66,86.88,86.88,High Impact,Expanded,Low,Scale up program implementation.,89.18086635187845,Large Scale,Moderate,Tier 4,647,Established
PRG-04999,Public WiFi Expansion,DISKOMINFO,Junrejo,2024-07-30,1274221044,49125,79.91,79.82,4.65,115692,0.522,79.86,25938.34,82.76,82.76,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,103.68328739664247,Large Scale,High,Tier 1,651,Established
PRG-05000,Public WiFi Expansion,DISKOMINFO,Batu,2025-10-20,5427294039,40858,81.32,88.21,5.0,29975,0.067,84.56,132833.08,84.87,84.87,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,96.21358122661832,Large Scale,High,Tier 3,204,Growing
PRG-05001,Digital UMKM Empowerment,Dinas Koperasi,Batu,2024-03-17,8385201792,45161,60.75,91.54,3.54,139155,0.498,82.99,185673.52,73.73,73.73,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,80.54402447017696,Large Scale,Moderate,Tier 4,786,Mature
PRG-05002,Healthcare Outreach,Dinas Kesehatan,Bumiaji,2025-05-16,2612349971,30882,100.0,87.35,2.92,174843,0.419,81.95,84591.35,81.21,81.21,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,92.97080709788209,Large Scale,Low,Tier 1,361,Growing
PRG-05003,Education Assistance,Dinas Pendidikan,Batu,2024-02-28,8142627217,6730,75.14,76.58,4.23,83038,0.532,64.6,1209900.03,75.78,75.78,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,98.95534082005746,Medium Scale,High,Tier 4,804,Mature
PRG-05004,Public WiFi Expansion,DISKOMINFO,Bumiaji,2025-07-10,2097508443,39788,93.21,86.05,4.33,181466,0.337,80.8,52717.11,85.34,85.34,High Impact,Completed,Low,Scale up program implementation.,99.17489831493319,Large Scale,High,Tier 1,306,Growing
PRG-05005,Digital Literacy Program,DISKOMINFO,Junrejo,2025-07-19,2877088151,21606,63.38,85.44,5.0,173042,0.832,74.54,133161.54,80.9,80.9,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,94.686329588015,Large Scale,High,Tier 2,297,Growing
PRG-05006,Smart City Initiative,DISKOMINFO,Junrejo,2024-06-28,4537256210,22550,100.0,98.52,3.87,55221,0.022,76.34,201208.7,84.53,84.53,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,85.79983759642712,Large Scale,Moderate,Tier 2,683,Established
PRG-05007,Education Assistance,Dinas Pendidikan,Bumiaji,2024-01-09,9980411629,25812,76.32,76.89,4.34,61392,0.067,87.84,386657.82,79.04,79.04,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,102.79620236701783,Large Scale,High,Tier 4,854,Mature
PRG-05008,Public WiFi Expansion,DISKOMINFO,Batu,2024-01-31,4358979878,37159,85.28,80.13,4.98,138456,0.595,85.77,117306.17,87.64,87.64,High Impact,Completed,Low,Scale up program implementation.,109.37227006115064,Large Scale,High,Tier 2,832,Mature
PRG-05009,Education Assistance,Dinas Pendidikan,Bumiaji,2025-07-16,559760920,30157,75.84,92.74,4.1,171944,0.859,100.0,18561.56,86.46,86.46,High Impact,Completed,Low,Scale up program implementation.,93.22838041837394,Large Scale,High,Tier 1,300,Growing
PRG-05010,Digital Literacy Program,DISKOMINFO,Batu,2025-11-25,6502305572,35737,78.04,100.0,4.76,114918,0.485,81.96,181948.84,86.06,86.06,High Impact,Completed,Low,Scale up program implementation.,86.06,Large Scale,High,Tier 3,168,Early Stage
PRG-05011,Environmental Sustainability,Dinas Lingkungan Hidup,Batu,2024-03-03,5101854998,39224,79.36,97.49,3.63,141995,0.365,38.27,130069.73,71.06,71.06,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,72.8895271309878,Large Scale,Moderate,Tier 2,800,Mature
PRG-05012,Environmental Sustainability,Dinas Lingkungan Hidup,Batu,2024-08-09,5140218557,2457,100.0,78.63,3.88,58803,0.429,97.04,2092071.04,87.77,87.77,High Impact,Expanded,Low,Scale up program implementation.,111.62406206282589,Small Scale,Moderate,Tier 2,641,Established
PRG-05013,Tourism Promotion Campaign,Dinas Pariwisata,Junrejo,2024-02-10,8609638107,22843,82.15,100.0,3.49,54569,0.638,80.82,376904.88,81.46,81.46,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,81.46,Large Scale,Moderate,Tier 4,822,Mature
PRG-05014,Smart City Initiative,DISKOMINFO,Batu,2024-10-25,3005265275,16982,89.83,90.5,3.36,108919,0.518,57.06,176967.69,76.35,76.35,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,84.3646408839779,Medium Scale,Moderate,Tier 2,564,Established
PRG-05015,Tourism Promotion Campaign,Dinas Pariwisata,Batu,2025-02-27,8381826467,9052,69.92,100.0,3.94,97729,0.777,75.4,925964.04,79.65,79.65,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,79.65,Medium Scale,Moderate,Tier 4,439,Established
PRG-05016,Public WiFi Expansion,DISKOMINFO,Junrejo,2024-10-13,8266760796,38239,93.4,76.98,5.0,134673,0.536,80.22,216186.64,88.29,88.29,High Impact,Completed,Low,Scale up program implementation.,114.6921278254092,Large Scale,High,Tier 4,576,Established
PRG-05017,Public WiFi Expansion,DISKOMINFO,Bumiaji,2024-10-12,8155864027,33875,95.79,81.53,4.04,139577,0.676,98.13,240763.51,89.17,89.17,High Impact,Expanded,Low,Scale up program implementation.,109.37078376057893,Large Scale,High,Tier 4,577,Established
PRG-05018,Education Assistance,Dinas Pendidikan,Batu,2025-07-22,9112824095,10612,66.9,81.87,3.54,151200,0.646,100.0,858728.24,78.3,78.3,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,95.63942836203736,Medium Scale,Moderate,Tier 4,294,Growing
PRG-05019,Tourism Promotion Campaign,Dinas Pariwisata,Bumiaji,2024-02-03,7979397526,5978,90.95,80.22,4.51,32986,0.575,76.58,1334793.83,85.04,85.04,High Impact,Completed,Low,Scale up program implementation.,106.00847668910497,Medium Scale,High,Tier 4,829,Mature
PRG-05020,Healthcare Outreach,Dinas Kesehatan,Junrejo,2024-03-03,7157378385,43221,72.91,87.02,4.0,60075,0.267,100.0,165599.56,81.28,81.28,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,93.40381521489313,Large Scale,Moderate,Tier 3,800,Mature
PRG-05021,Digital UMKM Empowerment,Dinas Koperasi,Bumiaji,2025-09-10,3097215154,39806,100.0,83.96,2.57,40820,0.726,79.57,77807.75,79.99,79.99,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,95.27155788470701,Large Scale,Low,Tier 2,244,Growing
PRG-05022,Public WiFi Expansion,DISKOMINFO,Junrejo,2025-12-18,8051027673,2691,87.42,96.91,3.4,193542,0.642,73.48,2991834.88,80.66,80.66,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,83.23186461665463,Small Scale,Moderate,Tier 4,145,Early Stage
PRG-05023,Public WiFi Expansion,DISKOMINFO,Bumiaji,2024-03-30,2959263595,35716,86.42,92.03,4.09,93338,0.558,81.56,82855.4,84.3,84.3,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,91.60056503314136,Large Scale,High,Tier 2,773,Mature
PRG-05024,Education Assistance,Dinas Pendidikan,Batu,2024-12-22,3301252445,16347,95.14,87.4,4.09,123357,0.118,59.78,201948.52,79.65,79.65,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,91.13272311212815,Medium Scale,High,Tier 2,506,Established
PRG-05025,Digital Literacy Program,DISKOMINFO,Bumiaji,2025-03-15,755549190,38793,72.1,98.0,4.36,167735,0.708,61.46,19476.43,78.97,78.97,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,80.58163265306122,Large Scale,High,Tier 1,423,Established
PRG-05026,Education Assistance,Dinas Pendidikan,Bumiaji,2025-03-05,6738708443,44621,83.95,95.6,4.03,99718,0.319,92.58,151021.01,84.8,84.8,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,88.7029288702929,Large Scale,High,Tier 3,433,Established
PRG-05027,Healthcare Outreach,Dinas Kesehatan,Batu,2025-04-09,4206611053,8646,100.0,80.72,4.61,126857,0.205,75.49,486538.41,86.27,86.27,High Impact,Expanded,Low,Scale up program implementation.,106.87561942517343,Medium Scale,High,Tier 2,398,Established
PRG-05028,Youth Entrepreneurship,Dinas Koperasi,Bumiaji,2024-11-07,9972159476,23454,84.13,88.94,4.19,145678,0.374,74.96,425179.48,81.41,81.41,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,91.53361816955251,Large Scale,High,Tier 4,551,Established
PRG-05029,Environmental Sustainability,Dinas Lingkungan Hidup,Junrejo,2025-09-30,7313467952,22816,99.42,77.07,3.37,121586,0.138,86.92,320541.2,81.3,81.3,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,105.48851693265863,Large Scale,Moderate,Tier 3,224,Growing
PRG-05030,Smart City Initiative,DISKOMINFO,Junrejo,2024-01-01,7140584556,6746,79.98,100.0,4.78,169662,0.312,84.85,1058491.63,86.41,86.41,High Impact,Completed,Low,Scale up program implementation.,86.41,Medium Scale,High,Tier 3,862,Mature
PRG-05031,Digital Literacy Program,DISKOMINFO,Batu,2025-03-04,8008391753,4157,73.3,84.03,4.29,2324,0.201,29.9,1926483.46,68.05,68.05,Low Impact,In Progress,High,Conduct a strategic review and redesign the program.,80.98298226823752,Small Scale,High,Tier 4,434,Established
PRG-05032,Healthcare Outreach,Dinas Kesehatan,Junrejo,2024-01-23,1228624722,27230,79.82,100.0,4.61,118410,0.573,76.34,45120.26,85.1,85.1,High Impact,Completed,Low,Scale up program implementation.,85.1,Large Scale,High,Tier 1,840,Mature
PRG-05033,Youth Entrepreneurship,Dinas Koperasi,Batu,2025-11-12,9533530587,49396,57.05,84.53,4.09,19323,0.602,71.96,193002.08,72.64,72.64,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,85.93398793327812,Large Scale,High,Tier 4,181,Growing
PRG-05034,Public WiFi Expansion,DISKOMINFO,Bumiaji,2024-02-17,1212552060,47783,69.85,90.77,4.26,167786,0.034,86.02,25376.22,78.26,78.26,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,86.2179134075135,Large Scale,High,Tier 1,815,Mature
PRG-05035,Digital UMKM Empowerment,Dinas Koperasi,Junrejo,2024-11-02,4934873419,21390,91.16,77.2,3.64,144534,0.717,79.15,230709.37,81.53,81.53,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,105.60880829015544,Large Scale,Moderate,Tier 2,556,Established
PRG-05036,Digital Literacy Program,DISKOMINFO,Bumiaji,2025-08-09,4425040657,45696,70.48,88.95,3.72,81560,0.265,77.37,96836.5,74.88,74.88,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,84.1821247892074,Large Scale,Moderate,Tier 2,276,Growing
PRG-05037,Agricultural Innovation,Dinas Pertanian,Batu,2024-06-26,4360111577,28517,81.33,98.18,2.97,77798,0.415,79.08,152895.17,76.89,76.89,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,78.31533917294765,Large Scale,Low,Tier 2,685,Established
PRG-05038,Healthcare Outreach,Dinas Kesehatan,Batu,2024-09-10,1386008703,20200,100.0,95.54,3.62,24801,0.628,70.11,68614.29,84.61,84.61,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,88.55976554322797,Large Scale,Moderate,Tier 1,609,Established
PRG-05039,Smart City Initiative,DISKOMINFO,Batu,2024-09-07,2035540532,39725,83.17,94.9,4.11,18358,0.471,78.29,51240.79,82.73,82.73,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,87.17597471022128,Large Scale,High,Tier 1,612,Established
PRG-05040,Smart City Initiative,DISKOMINFO,Batu,2025-01-18,8253964973,40386,69.61,99.32,4.52,38573,0.755,72.7,204376.89,81.71,81.71,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,82.26943213854209,Large Scale,High,Tier 4,479,Established
PRG-05041,Healthcare Outreach,Dinas Kesehatan,Batu,2024-04-26,3632686469,20700,58.84,97.62,4.06,98412,0.582,67.28,175492.1,73.97,73.97,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,75.77340708871132,Large Scale,High,Tier 2,746,Mature
PRG-05042,Healthcare Outreach,Dinas Kesehatan,Junrejo,2024-12-02,643410027,16614,90.2,100.0,2.66,88601,0.375,98.34,38726.98,81.92,81.92,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,81.92,Medium Scale,Low,Tier 1,526,Established
PRG-05043,Education Assistance,Dinas Pendidikan,Bumiaji,2025-05-31,3864538913,4676,69.77,100.0,4.28,15775,0.558,60.6,826462.56,77.24,77.24,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,77.24,Small Scale,High,Tier 2,346,Growing
PRG-05044,Agricultural Innovation,Dinas Pertanian,Batu,2024-09-08,5491616188,15881,79.09,94.96,3.5,48777,0.633,78.67,345797.88,79.38,79.38,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,83.59309182813817,Medium Scale,Moderate,Tier 3,611,Established
PRG-05045,Tourism Promotion Campaign,Dinas Pariwisata,Junrejo,2024-06-16,7337998103,30967,85.82,85.73,4.13,154037,0.9,68.68,236961.87,82.47,82.47,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,96.19736381663361,Large Scale,High,Tier 3,695,Established
PRG-05046,Public WiFi Expansion,DISKOMINFO,Batu,2025-07-04,4909438019,24507,91.56,83.8,4.99,32194,0.351,69.88,200327.99,85.73,85.73,High Impact,Completed,Low,Scale up program implementation.,102.30310262529834,Large Scale,High,Tier 2,312,Growing
PRG-05047,Agricultural Innovation,Dinas Pertanian,Bumiaji,2025-07-05,1489953171,33504,83.29,84.83,3.39,108509,0.836,66.27,44470.9,77.09,77.09,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,90.8758693858305,Large Scale,Moderate,Tier 1,311,Growing
PRG-05048,Public WiFi Expansion,DISKOMINFO,Junrejo,2024-10-03,888547958,5907,83.02,88.72,3.23,71507,0.655,97.63,150422.88,82.19,82.19,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,92.63976555455365,Medium Scale,Moderate,Tier 1,586,Established
PRG-05049,Agricultural Innovation,Dinas Pertanian,Batu,2025-03-30,8145367105,22254,80.96,89.33,3.63,106632,0.325,61.88,366018.11,74.84,74.84,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,83.77924549423487,Large Scale,Moderate,Tier 4,408,Established
PRG-05050,Agricultural Innovation,Dinas Pertanian,Junrejo,2024-11-16,3140494685,13208,55.81,77.55,4.12,187968,0.455,82.12,237772.16,72.67,72.67,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,93.70728562217924,Medium Scale,High,Tier 2,542,Established
PRG-05051,Smart City Initiative,DISKOMINFO,Batu,2024-05-26,6927044790,16852,71.87,91.22,4.69,10479,0.224,75.58,411051.79,79.95,79.95,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,87.64525323393993,Medium Scale,High,Tier 3,716,Established
PRG-05052,Tourism Promotion Campaign,Dinas Pariwisata,Batu,2025-05-07,6769731996,26320,71.87,94.95,5.0,20661,-0.039,61.37,257208.66,77.88,77.88,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,82.02211690363349,Large Scale,High,Tier 3,370,Established
PRG-05053,Agricultural Innovation,Dinas Pertanian,Junrejo,2024-10-11,1187422880,44854,82.79,74.85,4.01,63726,-0.141,86.21,26473.07,77.65,77.65,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,103.74081496325987,Large Scale,High,Tier 1,578,Established
PRG-05054,Smart City Initiative,DISKOMINFO,Junrejo,2024-07-05,8518550283,19975,100.0,84.93,4.07,118939,0.313,58.78,426460.59,81.41,81.41,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,95.85541033792533,Medium Scale,High,Tier 4,676,Established
PRG-05055,Digital UMKM Empowerment,Dinas Koperasi,Bumiaji,2024-07-27,8667683678,34160,90.52,100.0,3.93,83525,0.27,84.65,253737.81,85.09,85.09,High Impact,Completed,Low,Scale up program implementation.,85.09,Large Scale,Moderate,Tier 4,654,Established
PRG-05056,Healthcare Outreach,Dinas Kesehatan,Bumiaji,2024-04-10,3016665536,18061,76.19,83.84,4.71,184535,0.951,65.45,167026.5,81.83,81.83,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,97.60257633587786,Medium Scale,High,Tier 2,762,Mature
